ttl,total_len,protocol,t_delta,label
0.6449768487533561,-0.6608415154107563,22,-0.0229027591118099,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
0.6449768487533561,-0.6794846553019952,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,24,-0.0410531427693002,analysis
0.6449768487533561,-0.6794846553019952,22,-0.0440782067122153,analysis
0.6449768487533561,-0.6794846553019952,22,-0.0350030148834701,analysis
0.6449768487533561,-0.6608415154107563,14,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,25,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,18,-0.0198776951688948,analysis
0.6449768487533561,-0.6608415154107563,7,-0.0440782067122153,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0440782067122153,analysis
0.6449768487533561,-0.6608415154107563,31,-0.0471032706551304,analysis
0.6449768487533561,-0.6608415154107563,38,-0.0259278230547249,analysis
-1.5398680969760274,-0.4389881507050133,35,-0.0168526312259797,analysis
0.6449768487533561,-0.6794846553019952,22,-0.0440782067122153,analysis
-1.5398680969760274,-0.4035661849116594,35,-0.0259278230547249,analysis
0.6449768487533561,-0.6794846553019952,22,-0.0380280788263852,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
-1.5398680969760274,-0.444581092672385,35,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0319779509405551,analysis
0.6449768487533561,-0.6794846553019952,22,-0.0440782067122153,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,0,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,17,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0229027591118099,analysis
0.6449768487533561,-0.7018564231714818,11,-0.0350030148834701,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0198776951688948,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0440782067122153,analysis
0.6449768487533561,-0.6608415154107563,6,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0350030148834701,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0350030148834701,analysis
0.6449768487533561,-0.6608415154107563,17,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,11,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,6,-0.0319779509405551,analysis
0.6449768487533561,-0.6608415154107563,31,-0.0501283345980454,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6794846553019952,20,-0.0380280788263852,analysis
0.6449768487533561,-0.6608415154107563,22,-0.02895288699764,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.750328586888703,28,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,30,-0.0259278230547249,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
-1.5398680969760274,-0.4296665807593939,35,-0.0440782067122153,analysis
-1.5398680969760274,-0.42780226677027,35,-0.0198776951688948,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0410531427693002,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0229027591118099,analysis
0.6449768487533561,-0.6608415154107563,22,-0.0380280788263852,analysis
